0.630597015,0.09
0.641791045,0.0899918
0.649253731,0.0899968
0.652985075,0.0889261
0.656716418,0.0898489
0.660447761,0.0899989
0.660447761,0.09
0.660447761,0.09
0.660447761,0.0899998
0.664179104,0.0899998
0.664179104,0.09
0.664179104,0.09
0.664179104,0.0899704
0.667910448,0.0899856
0.667910448,0.0899992
0.671641791,0.09
0.671641791,0.09
0.671641791,0.0899232
0.671641791,0.0899974
0.675373134,0.0899998
0.675373134,0.0899998
0.675373134,0.09
0.675373134,0.0899802
0.675373134,0.09
0.679104478,0.0899522
0.679104478,0.0870778
0.679104478,0.0899862
0.682835821,0.0899934
0.682835821,0.0899945
0.682835821,0.0899995
0.682835821,0.0899682
0.682835821,0.09
0.682835821,0.0899995
0.686567164,0.09
0.686567164,0.0899999
0.686567164,0.0899973
0.686567164,0.0899634
0.686567164,0.09
0.686567164,0.0899913
0.686567164,0.0899993
0.686567164,0.09
0.686567164,0.088129
0.686567164,0.0899996
0.686567164,0.0899965
0.690298507,0.0899975
0.690298507,0.0896545
0.694029851,0.09
0.697761194,0.0899971
0.697761194,0.0899977
0.697761194,0.0899999
0.697761194,0.0899998
0.697761194,0.0899976
0.697761194,0.0899948
0.697761194,0.0899998
0.701492537,0.09
0.701492537,0.0899999
0.701492537,0.0899681
0.705223881,0.09
0.705223881,0.0899998
0.705223881,0.0899287
0.708955224,0.0899998
0.708955224,0.0899906
0.708955224,0.0897538
0.708955224,0.0899995
0.708955224,0.09
0.708955224,0.0899708
0.708955224,0.0899999
0.708955224,0.0899989
0.708955224,0.0899728
0.712686567,0.0899997
0.712686567,0.09
0.712686567,0.0899983
0.712686567,0.0899996
0.712686567,0.0899981
0.712686567,0.0898178
0.712686567,0.0899871
0.712686567,0.09
0.712686567,0.0899937
0.71641791,0.0899764
0.71641791,0.0899813
0.720149254,0.0899941
0.720149254,0.0892057
0.723880597,0.0899848
0.723880597,0.0897764
0.723880597,0.09
0.72761194,0.0899809
0.72761194,0.0899844
0.72761194,0.0897694
0.731343284,0.0873696
0.731343284,0.0899996
0.735074627,0.0899703
0.735074627,0.0897996
0.735074627,0.0899983
0.735074627,0.0899987
0.73880597,0.0896093
0.73880597,0.0858645
0.742537313,0.0859133
0.742537313,0.0893016
0.746268657,0.0899985
0.75,0.0899934
